Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_DEMOQA/input_Date of Birth_dateOfBirthInput""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:24,13-03-2025 11:17:24,0.516s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_DEMOQA/select_JanuaryFebruaryMarchAprilMayJuneJuly_566629""), ""7"", true)",Chrome 134.0.6998.37,,,13-03-2025 11:17:24,13-03-2025 11:17:25,1.068s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_DEMOQA/select_190019011902190319041905190619071908_246ee1""), ""2000"", true)",Chrome 134.0.6998.37,,,13-03-2025 11:17:25,13-03-2025 11:17:29,3.909s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_31""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:29,13-03-2025 11:17:29,0.294s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Subjects_subjects-auto-complete__value-_d244cf""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:29,13-03-2025 11:17:30,0.287s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Subjects_subjectsInput""), """")",Chrome 134.0.6998.37,,,13-03-2025 11:17:30,13-03-2025 11:17:31,0.734s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/input_Subjects_subjectsInput""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:31,13-03-2025 11:17:31,0.289s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Subjects_subjects-auto-complete__value-_d244cf""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:31,13-03-2025 11:17:31,0.283s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Subjects_subjects-auto-complete__value-_d244cf""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:31,13-03-2025 11:17:31,0.277s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Subjects_subjectsInput""), ""s"")",Chrome 134.0.6998.37,,,13-03-2025 11:17:31,13-03-2025 11:17:32,0.519s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_English""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:32,13-03-2025 11:17:32,0.519s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/label_Sports""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:32,13-03-2025 11:17:33,0.520s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/textarea_Current Address_currentAddress""), ""PONDOK BAMBU"")",Chrome 134.0.6998.37,,,13-03-2025 11:17:33,13-03-2025 11:17:33,0.537s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Select State""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:33,13-03-2025 11:17:57,23.264s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_NCR""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:57,13-03-2025 11:17:57,0.514s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Select City""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:57,13-03-2025 11:17:58,0.525s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Noida""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:58,13-03-2025 11:17:58,0.498s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:58,13-03-2025 11:17:59,0.519s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Close""))",Chrome 134.0.6998.37,,,13-03-2025 11:17:59,13-03-2025 11:17:59,0.494s,PASSED
