Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Subjects_subjectsInput""), """")",Chrome 134.0.6998.37,,,13-03-2025 11:36:34,13-03-2025 11:36:34,0.733s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/input_Subjects_subjectsInput""))",Chrome 134.0.6998.37,,,13-03-2025 11:36:34,13-03-2025 11:36:35,0.288s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Subjects_subjects-auto-complete__value-_d244cf""))",Chrome 134.0.6998.37,,,13-03-2025 11:36:35,13-03-2025 11:36:35,0.281s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Subjects_subjects-auto-complete__value-_d244cf""))",Chrome 134.0.6998.37,,,13-03-2025 11:36:35,13-03-2025 11:36:35,0.297s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Subjects_subjectsInput""), ""s"")",Chrome 134.0.6998.37,,,13-03-2025 11:36:35,13-03-2025 11:36:36,0.511s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_English""))",Chrome 134.0.6998.37,,,13-03-2025 11:36:36,13-03-2025 11:36:36,0.516s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/label_Sports""))",Chrome 134.0.6998.37,,,13-03-2025 11:36:36,13-03-2025 11:36:37,0.517s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/textarea_Current Address_currentAddress""), ""PONDOK BAMBU"")",Chrome 134.0.6998.37,,,13-03-2025 11:36:37,13-03-2025 11:36:37,0.554s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Select State""))",Chrome 134.0.6998.37,,,13-03-2025 11:36:37,13-03-2025 11:36:38,0.287s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_NCR""))",Chrome 134.0.6998.37,,,13-03-2025 11:36:38,13-03-2025 11:36:38,0.511s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 134.0.6998.37,,,13-03-2025 11:36:38,13-03-2025 11:36:39,0.523s,PASSED
closeBrowser(),Chrome 134.0.6998.37,,,13-03-2025 11:36:39,13-03-2025 11:36:39,0.192s,PASSED
,,,,,,,
Test Cases/DemoQA Form,Chrome 134.0.6998.37,,,13-03-2025 11:36:39,13-03-2025 11:37:04,24.975s,PASSED
"openBrowser("""")",Chrome 134.0.6998.37,,,13-03-2025 11:36:39,13-03-2025 11:36:40,0.804s,PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 134.0.6998.37,,,13-03-2025 11:36:40,13-03-2025 11:36:55,15.366s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Elements""))",Chrome 134.0.6998.37,,,13-03-2025 11:36:55,13-03-2025 11:36:57,1.974s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_Text Box""))",Chrome 134.0.6998.37,,,13-03-2025 11:36:57,13-03-2025 11:36:59,1.964s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Full Name_userName""), ""Yusuf Rangkuti"")",Chrome 134.0.6998.37,,,13-03-2025 11:36:59,13-03-2025 11:37:02,2.711s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Email_userEmail""), ""rangkuti289@gmail.com"")",Chrome 134.0.6998.37,,,13-03-2025 11:37:02,13-03-2025 11:37:02,0.545s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/textarea_Current Address_currentAddress""), ""VILLA PADURENAN INDAH 3 "")",Chrome 134.0.6998.37,,,13-03-2025 11:37:02,13-03-2025 11:37:03,0.539s,PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/textarea_Permanent Address_permanentAddress""), ""VILLA PADURENAN INDAH 3 "")",Chrome 134.0.6998.37,,,13-03-2025 11:37:03,13-03-2025 11:37:03,0.558s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:03,13-03-2025 11:37:04,0.288s,PASSED
closeBrowser(),Chrome 134.0.6998.37,,,13-03-2025 11:37:04,13-03-2025 11:37:04,0.163s,PASSED
,,,,,,,
Test Cases/DEMOQA Selectable,Chrome 134.0.6998.37,,,13-03-2025 11:37:04,13-03-2025 11:37:23,18.802s,PASSED
"openBrowser("""")",Chrome 134.0.6998.37,,,13-03-2025 11:37:04,13-03-2025 11:37:05,0.778s,PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 134.0.6998.37,,,13-03-2025 11:37:05,13-03-2025 11:37:14,9.445s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Interactions""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:14,13-03-2025 11:37:15,0.850s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_Selectable""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:15,13-03-2025 11:37:18,2.688s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_Cras justo odio""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:18,13-03-2025 11:37:18,0.495s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_Morbi leo risus""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:18,13-03-2025 11:37:20,2.349s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_Dapibus ac facilisis in""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:20,13-03-2025 11:37:21,0.275s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_Porta ac consectetur ac""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:21,13-03-2025 11:37:21,0.273s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/a_Grid""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:21,13-03-2025 11:37:21,0.297s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_One""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:21,13-03-2025 11:37:22,0.281s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_Nine""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:22,13-03-2025 11:37:22,0.282s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_Five""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:22,13-03-2025 11:37:22,0.276s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_Six""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:22,13-03-2025 11:37:22,0.282s,PASSED
closeBrowser(),Chrome 134.0.6998.37,,,13-03-2025 11:37:22,13-03-2025 11:37:23,0.181s,PASSED
,,,,,,,
Test Cases/DEMOQA sorting,Chrome 134.0.6998.37,,,13-03-2025 11:37:23,13-03-2025 11:37:38,15.126s,PASSED
"openBrowser("""")",Chrome 134.0.6998.37,,,13-03-2025 11:37:23,13-03-2025 11:37:23,0.770s,PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 134.0.6998.37,,,13-03-2025 11:37:23,13-03-2025 11:37:30,6.698s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Interactions""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:30,13-03-2025 11:37:31,0.966s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_Sortable""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:31,13-03-2025 11:37:35,4.447s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_TwoThreeOneFourFiveSix""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:35,13-03-2025 11:37:36,0.501s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_FourTwoThreeOneFiveSix""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:36,13-03-2025 11:37:36,0.503s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_FourTwoThreeOneFiveSix""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:36,13-03-2025 11:37:37,0.497s,PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_SixFourTwoThreeOneFive""))",Chrome 134.0.6998.37,,,13-03-2025 11:37:37,13-03-2025 11:37:37,0.493s,PASSED
closeBrowser(),Chrome 134.0.6998.37,,,13-03-2025 11:37:37,13-03-2025 11:37:38,0.198s,PASSED
